input,correct,expected,predicted,score
"def MMMU_preproc(data):
    
    print(""Preprocessing MMMU dataset..."")
    cnt = 0
    As, Bs, Ans = list(data['A']), list(data['B']), list(data['answer'])
    lt = len(data)
    for i in range(lt):
        if <IFMASK>:
            As[i] = Ans[i]
            Bs[i] = 'Other Answers'
            cnt += 1
    print(f'During MMMU_preproc in Evaluation, {cnt} open questions are re-formulated to multi-choice ones.')
    data['A'] = As
    data['B'] = Bs
    return data <ANS> ",false,pd.isna(As[i]),len(data['A']) != len(data['B']) or data['A'] != data['B'] or,66.79
"def parse_expected_output(cls, v):
        
        if <IFMASK>:
            try:
                return json.loads(v)
            except json.JSONDecodeError as e:
                logger.error(f""Error parsing expected_output: {str(e)}"")
                raise ValueError(""Invalid JSON format for expected_output"")
        return v <ANS> ",true,"isinstance(v, str)","not isinstance(v, dict) or 'json' in v and 'orient' in v and 'records' in",56.54
"def get_latest_files(directory: str, file_types: list = ['.webm', '.zip']) -> Dict[str, Optional[str]]:
    
    latest_files: Dict[str, Optional[str]] = {ext: None for ext in file_types}

    if <IFMASK>:
        os.makedirs(directory, exist_ok=True)
        return latest_files

    for file_type in file_types:
        try:
            matches = list(Path(directory).rglob(f""*{file_type}""))
            if matches:
                latest = max(matches, key=lambda p: p.stat().st_mtime) <ANS> ",false,not os.path.exists(directory),not file_types and (not file_path_matches) and (not file_path_matches) and (,67.81
"def _trajectory_to_text(trajectory: Dict[str, Any]) -> str:
    
    text = ""AGENT TRAJECTORY\n"" + ""=""*50 + ""\n\n""
    
    # Add answers/responses
    if <IFMASK>:
        for i, answer in enumerate(trajectory[""answer""]):
            text += f""STEP {i+1}:\n""
            text += f""Agent Response:\n{answer}\n\n""
    
    # Add parsed responses if available
    if ""parsed_response"" in trajectory and isinstance(trajectory[""parsed_response""], list):
        text += ""\nPARSED RESPONSES\n"" + ""-""*50 + ""\n\n""
        for i, parsed in enumerate(trajectory[""parsed_response""]): <ANS> ",true,"""answer"" in trajectory and isinstance(trajectory[""answer""], list)","not isinstance(trajectory['parsed_response'], list) or not isinstance(trajectory['parsed_response'], list",77.00
"def _run(self, **kwargs) -> str:
        
        if <IFMASK>:
            return ""No MCP server is currently active, so there's nothing to disconnect from.""

        server_name = self.server_manager.active_server
        try:
            # Clear the active server
            self.server_manager.active_server = None

            # Note: We're not actually closing the session here, just 'deactivating' <ANS> ",true,not self.server_manager.active_server,self.is_alive() and self.is_alive() and (not self.is_alive()) and (,68.55
"def on_signal(self, signal_name: str) -> Callable:
        

        def decorator(func: Callable) -> Callable:
            unique_name = f""{signal_name}_{uuid.uuid4()}""

            async def wrapped(value: SignalValueT):
                try:
                    if <IFMASK>:
                        await func(value)
                    else:
                        func(value)
                except Exception as e:
                    # Log the error but don't fail the entire signal handling
                    print(f""Error in signal handler {signal_name}: {str(e)}"")

            self._handlers.setdefault(signal_name, []).append((unique_name, wrapped)) <ANS> ",false,asyncio.iscoroutinefunction(func),"not self._handlers and (not self._handlers.get(name, {}).get(name, {}).get(name",52.52
"def pdf_path():
    
    pdf_path = Path(PDF_FILE_PATH)
    if <IFMASK>:
        pytest.skip(f""Test PDF file not found at {pdf_path}"")
    return pdf_path <ANS> ",true,not pdf_path.exists(),not os.path.exists(PDF_FILE_PATH) or not os.path.exists(PDF_FILE,79.92
"def download_dataset(self) -> None:
        
        assert self.data_dir is not None
        if <IFMASK>:
            os.makedirs(self.data_dir, exist_ok=True)

        logging.info(f""[WebGames] Downloading dataset into '{self.data_dir}'..."")

        # Use pandas to download and save the dataset
        df = pd.read_json(  # type: ignore
        )
        output_path = os.path.join(self.data_dir, self.TEST_FILE) <ANS> ",true,not os.path.exists(self.data_dir),self.data_dir is None and self.data_dir.exists() and (not self.overwrite) and,60.80
"def get_ratelimit_middleware_instance(fastapi_app: FastAPI) -> RateLimitMiddleware:
    
    layer = fastapi_app.middleware_stack
    while layer is not None:
        if <IFMASK>:
            return cast(RateLimitMiddleware, layer)
        layer = getattr(layer, ""app"", None)

    assert False, f""{RateLimitMiddleware.__name__} instance not found"" <ANS> ",false,layer.__class__.__name__ == RateLimitMiddleware.__name__,"not isinstance(fastapi_app.config.USE_UVLOOP, Default) and fastapi_app.config.USE",62.08
"def plot_total_conversation_time(results, title, filename):
    
    df = pd.DataFrame(results)
    df = df[(df['elapsed'].notnull()) & (df['turn'] == 'ALL')]
    if <IFMASK>:
        print(f""No successful results to plot for {title}."")
        return
    plt.figure(figsize=(10, 6))
    ax = plt.gca()
    df.boxplot(column='elapsed', by=['provider'], ax=ax)
    plt.title(title)
    plt.suptitle("""")
    plt.ylabel('Total Conversation Time (s)') <ANS> ",false,df.empty,filename != 'total_conversation_time' or filename != 'input_ids' or filename != 'input_ids,52.23
"def _extract_tool_calls(self, trajectory: dict) -> list:
        
        tool_calls = []
        for message in trajectory.get(""messages"", []):
            if <IFMASK>:
                for tool_call in message.get(""tool_calls"", []):
                    if tool_call.get(""function"", {}).get(""name"") and tool_call.get(""function"", {}).get(""arguments""):
                        tool_calls.append({
                            ""name"": tool_call[""function""][""name""],
                            ""arguments"": json.loads(tool_call[""function""][""arguments""])
                        })
        return tool_calls <ANS> ",false,"message.get(""role"") == ""assistant"" and message.get(""tool_calls"")",self.project_id is None and self.location is None and (self.retry is None) and (self,64.06
"def close(self):
        
        try:
            # Milvus client doesn't have an explicit close method, but we can release the collection
            if <IFMASK>:
                self.client.release_collection(collection_name=self.collection_name)
        except Exception as e:
            logger.error(f""Error closing Milvus connection: {e}"") <ANS> ",true,"hasattr(self.client, ""release_collection"")",self.client.transport_protocol == 'tcp' and self.client.transport_protocol == 'both' and,71.38
"def print_summary(self):
        
        summary = self.get_summary()
        total = summary.get(""total_duration"", 0)
        
        print(""\n===== SPEED PROFILE SUMMARY ====="")
        print(f""Total execution time: {total:.2f} seconds"")
        print(""\n--- Component Breakdown ---"")
        
        # Print each component's timing
        for name, data in self.timings.items():
            if <IFMASK>:
                percent = data[""total""] / total * 100 if total > 0 else 0
                print(f""{name}: {data['total']:.2f}s ({percent:.1f}%) - ""
                      f""{data['count']} calls, avg {data['total'] / data['count']:.3f}s per call"")
        
        print(""\n=============================="") <ANS> ",false,"name != ""total""",self.get_logs is not None and self.get_logs_from_task_metadata is not None and,48.72
"def create_tool_result_message(tool_result, tool_name, status=""success""):
        
        from google.genai import types

        if <IFMASK>:
            function_response = {""result"": tool_result}
        else:
            function_response = {""error"": tool_result}

        return types.Content(
            role=""tool"",
            parts=[
                types.Part.from_function_response( <ANS> ",false,"status == ""success""",role == 'tool' and role == 'tool' and role == 'tool' and (role == 'tool',59.58
"def _merge_by_placement(self, tensors: list[torch.Tensor], placement: Placement) -> torch.Tensor:
        
        if <IFMASK>:
            return tensors[0]
        elif placement.is_partial():
            raise NotImplementedError(""Partial placement is not supported yet"")
        elif placement.is_shard():
            return torch.cat(tensors, dim=placement.dim).contiguous()

        raise NotImplementedError(f""Unsupported placement: {placement}"") <ANS> ",false,placement.is_replicate(),self.placement_strategy == 'stratified' and self.placement_strategy == 'stratified' and (not,57.84
"def analyze_news_sentiment(news_items: list) -> str:
    
    if <IFMASK>:
        return ""No news data available""
    
    # Just return a simple count for now - in a real implementation, this would use NLP
    return f""Qualitative review of {len(news_items)} recent news items would be needed"" <ANS> ",true,not news_items or len(news_items) == 0,len(news_items) == 1 and len(news_items) == 2 and (len(news_items,74.24
"def deepseek_fn(self, history, verbose=False):
        
        if <IFMASK>:
            raise Exception(""Deepseek (API) is not available for local use. Change config.ini"")
        try:
            response = client.chat.completions.create(
                model=""deepseek-chat"",
                messages=history,
                stream=False
            )
            thought = response.choices[0].message.content <ANS> ",true,self.is_local,verbose and self.verbose_mod is not None and self.verbose_mod(verbose) is not None and self,65.53
"def copy_old_config_names_to_new(self) -> Self:
		
		if <IFMASK>:
			self.window_size = self.window_size or {}
			self.window_size['width'] = (self.window_size or {}).get('width') or self.window_width or 1280
			self.window_size['height'] = (self.window_size or {}).get('height') or self.window_height or 1100
		return self <ANS> ",true,self.window_width or self.window_height,self.window_size is None or self.window_size.height is None or self.window_size.,74.17
"def _prepare_batch_get_documents_request(
        self, document_ids: List[str], folder_name: Optional[Union[str, List[str]]], end_user_id: Optional[str]
    ) -> Dict[str, Any]:
        
        if <IFMASK>:
            request = {""document_ids"": document_ids}
            if folder_name:
                request[""folder_name""] = folder_name
            if end_user_id:
                request[""end_user_id""] = end_user_id
            return request
        return document_ids <ANS> ",false,folder_name or end_user_id,self.batch_id is not None and self.batch_job_id is not None and (not self.,71.32
"def load_jsonl_files(input_dir):
    
    jsonl_files = list(Path(input_dir).glob(""*.jsonl""))
    if <IFMASK>:
        print(f""No JSONL files found in {input_dir}"")
        return []

    print(f""Found {len(jsonl_files)} JSONL files: {[f.name for f in jsonl_files]}"")
    return jsonl_files <ANS> ",false,not jsonl_files,not os.path.exists(input_dir) or not os.path.exists(input_dir) or,84.95
"def _load_environment(self) -> None:
        
        env_file = self.app_root / "".env""
        if <IFMASK>:
            # logger.info(f""Loading environment variables from {env_file}"")
            load_dotenv(str(env_file)) <ANS> ",false,env_file.exists(),self.use_managed_conn_id and self.use_managed_conn_secret_arn and (not,50.52
"def add_tool(self, tool: BaseTool):
        
        if <IFMASK>:
            logger.warning(f""Tool {tool.name} already exists in collection, skipping"")
            return self

        self.tools += (tool,)
        self.tool_map[tool.name] = tool
        return self <ANS> ",true,tool.name in self.tool_map,self.tool_map[tool.name] == 'airflow' and self.tool_map[tool.name,68.32
"def _generate_batch_response(self, text, system_message, provider, model_config, api_key, api_base):
        
        MAX_RETRIES = 3
        
        for attempt in range(MAX_RETRIES):
            try:
                if <IFMASK>:
                    messages = [{'role': 'user', 'content': system_message + text}]
                    response = proxy_api_completion(messages=messages, model=model_config[""model""], api_base=api_base)
                    # response = proxy_call.api_completion(messages=messages, model=model_config[""model""], api_base=api_base)
                    return pd.DataFrame(ast.literal_eval(response[0]))
                else:
                    return self._generate_llm_response(text, system_message, model_config, api_key)
            except (json.JSONDecodeError, ValueError) as e:
                if attempt == MAX_RETRIES - 1: <ANS> ",false,"provider == ""gemini"" and api_base",not self.supports_autocommit and self.autocommit_parameters and (not self.autocommit_parameters) and (not,53.22
"def model_kwargs():
    
    inference_url = settings.TEXT2VEC_INFERENCE_URL
    if <IFMASK>:
        raise ValueError(""TEXT2VEC_INFERENCE_URL environment variable is not set"")
    return {""inference_url"": inference_url} <ANS> ",false,not inference_url,"not isinstance(config['processor'], dict) or 'processor' not in config['processor'] or 'processor' not",55.06
"def handle_js_message(client_id, message_type, data):
        
        if <IFMASK>:
            asyncio.create_task(  # noqa: RUF006
                _service.handle_client_message(
                    client_id, {""type"": message_type, ""data"": data}
                )
            )
        return True <ANS> ",false,_service,"not isinstance(data, dict) or 'data' not in data or 'id' not in data['data']",60.09
"def rename_state_dict(
    old_prefix: str, new_prefix: str, state_dict: Dict[str, torch.Tensor]
):
    
    # need this list not to break the dict iterator
    old_keys = [k for k in state_dict if k.startswith(old_prefix)]
    if <IFMASK>:
        logging.warning(f""Rename: {old_prefix} -> {new_prefix}"")
    for k in old_keys:
        v = state_dict.pop(k)
        new_k = k.replace(old_prefix, new_prefix)
        state_dict[new_k] = v <ANS> ",true,len(old_keys) > 0,state_dict.get('num_shards') != 0 and old_state_dict.get('num_shards,61.54
"def _get_loggable_messages(self, messages: List[Dict[str, Any]]) -> List[Dict[str, Any]]:
        
        loggable_messages = []
        for msg in messages:
            if <IFMASK>:
                new_content = []
                for content in msg[""content""]:
                    if content.get(""type"") == ""image"":
                        new_content.append(
                            {""type"": ""image"", ""image_url"": {""url"": ""[BASE64_IMAGE_DATA]""}}
                        )
                    else:
                        new_content.append(content) <ANS> ",true,"isinstance(msg.get(""content""), list)",not content.get('filename') or not content.get('filename_jinja') or not content.get('filename,71.12
"def _build_split_documents(row, chunks: List[str]) -> List[dict[str, Any]]:
    
    documents: List[dict] = []

    for i, text in enumerate(chunks):
        if <IFMASK>:
            continue

        metadata = row.metadata if hasattr(row, ""metadata"") and isinstance(row.metadata, dict) else {}
        metadata = copy.deepcopy(metadata)

        metadata[""content""] = text

        documents.append({""document_type"": ContentTypeEnum.TEXT.value, ""metadata"": metadata, ""uuid"": str(uuid.uuid4())}) <ANS> ",false,text is None or not text.strip(),"not isinstance(document, dict) or not isinstance(document, list) or not isinstance(document, str) or",60.46
"def try_add_cuda_lib_path():
    
    required_submodules = [""cuda_runtime"", ""cublas""]
    cuda_versions = [""11"", ""12""]

    module_spec = find_spec(""nvidia"")
    if <IFMASK>:
        return

    nvidia_lib_root = Path(module_spec.submodule_search_locations[0])

    for submodule in required_submodules:
        for ver in cuda_versions:
            try:
                package_name = f""nvidia_{submodule}_cu{ver}"" <ANS> ",false,not module_spec,"not (installation_spec := os.environ.get('PATH_TO_PYTHON_MAJOR_MINOR_VERSION',",49.77
"def parse_size(size):
    
    units = {""KB"": 1024, ""MB"": 1024**2, ""GB"": 1024**3}
    if <IFMASK>:
        return int(size)
    unit = size[-2:].upper()
    number = size[:-2]
    if unit in units and number.isdigit():
        return int(number) * units[unit]
    raise ValueError(""Size must be in the format <number>[KB|MB|GB]."") <ANS> ",false,size.isdigit(),unit == 'KB' and unit == 'MB' and unit == 'GB' and unit == 'None' and,60.69
"def package_template_features(
    *,
    hit_features: Sequence[Mapping[str, Any]],
    include_ligand_features: bool,
) -> Mapping[str, Any]:
  

  features_to_include = set(_POLYMER_FEATURES)
  if <IFMASK>:
    features_to_include.update(_LIGAND_FEATURES)

  features = {
      feat: [single_hit_features[feat] for single_hit_features in hit_features]
      for feat in features_to_include
  }

  stacked_features = {} <ANS> ",false,include_ligand_features,"not isinstance(constraints, (list, tuple)) and len(constraints) != len(constraints) and (not all",63.47
"def rewrite_schema_for_sqlglot(
        cls, schema: str | SQLGlotSchemaType | BirdSampleType
    ) -> SQLGlotSchemaType:
        
        schema_dict = None
        if <IFMASK>:
            if isinstance(schema, str):
                schema = cls.extract_schema_from_ddls(schema)
                schema_dict = cls.format_schema(schema)
            elif _isinstance_sqlglot_schema_type(schema):
                schema_dict = schema
            elif _isinstance_bird_sample_type(schema):
                schema_dict = cls._get_schema_from_bird_sample(schema)
            elif _isinstance_ddl_schema_type(schema): <ANS> ",true,schema,"isinstance(schema, str) and schema_dict.get('pattern') == 'table' and schema_dict.",60.36
"def get_config_defaults() -> Dict[str, Any]:
    
    defaults = {
        'site': 'all',
        'model': 'gpt-4o-mini',
        'generate_mode': 'list', 
        'retrieval_backend': CONFIG.preferred_retrieval_endpoint,
        'prev': []
    }
    
    # Try to get preferred model from LLM config
    if <IFMASK>:
        llm_provider = CONFIG.get_llm_provider()
        if llm_provider and llm_provider.models:
            # Use the 'low' model as default for testing
            defaults['model'] = llm_provider.models.low or defaults['model']
    
    return defaults <ANS> ",false,"hasattr(CONFIG, 'preferred_llm_provider') and CONFIG.preferred_llm_provider",AIRFLOW_V_3_0_PLUS and (not AIRFLOW_V_3_0_PLUS.startswith(',79.62
"def format(self) -> str:
        
        if <IFMASK>:
            return ""There were no ingestion or query tasks detected.""

        instructions = ""Tasks:\n\n""
        order = 1

        if len(self.ingestions) > 0:
            instructions += ""Ingestions:\n""
            for ingestion in self.ingestions: <ANS> ",true,len(self.ingestions) == 0 and len(self.queries) == 0,len(self.ingestions) > 0 and self.query_ids and (not self.query_task_,64.85
"def _log_debug(self, message: str, **kwargs) -> None:
        
        if <IFMASK>:
            print(f""DEBUG: {message}"")
            if kwargs:
                print(json.dumps(kwargs, indent=2)) <ANS> ",true,self.server.debug,self.debug is not None and self.debug.name == 'log_debug' and (not self.debug,46.19
"def load_and_preprocess_image(image_path, target_img_size):
    
    image = cv2.imread(image_path)
    if <IFMASK>:
        raise ValueError(f""Failed to load image from path: {image_path}"")

    # Resize and pad the image to the target size
    resized_image = resize_image(image, target_img_size)

    # Normalize the image (assuming model expects normalized input)
    normalized_image = resized_image.astype(np.float32) / 255.0 <ANS> ",false,image is None,"not isinstance(target_img_size, collections.abc.Iterable) or not isinstance(image_size, collections",71.28
"def _prepare_toolset(self) -> None:
    
    # For each API, get the first version and the first spec of that version.
    spec_str = self._apihub_client.get_spec_content(self._apihub_resource_name)
    spec_dict = yaml.safe_load(spec_str)
    if <IFMASK>:
      return

    self.name = self.name or _to_snake_case(
        spec_dict.get('info', {}).get('title', 'unnamed')
    )
    self.description = self.description or spec_dict.get('info', {}).get(
        'description', ''
    ) <ANS> ",false,not spec_dict,self.name is not None and self.spec_type is not None and self.name != self.spec_,59.90
"def add_message_pair(self, user_message: str, assistant_message: str):
        
        if <IFMASK>:
            self.cache.append({""user"": user_message, ""assistant"": assistant_message})
            self._save() <ANS> ",false,"not any(entry[""user""] == user_message for entry in self.cache)",self.verbose_feature_names_out is None or self.verbose_feature_names_out == 'all,61.77
"def clean_response(cls, content: str) -> Dict[str, Any]:
        
        cleaned = re.sub(r""```(?:json)?\s*"", """", content).strip()
        match = re.search(r""(\{.*\})"", cleaned, re.S)
        if <IFMASK>:
            logger.error(""Failed to parse JSON from content: %r"", content)
            return {}
        return json.loads(match.group(1)) <ANS> ",false,not match,content == 'json' or content == 'yaml' or content == 'json_or_python' or content ==,62.91
"def _create_session(self) -> requests.Session:
        
        session = requests.Session()

        # Configure automatic retries with exponential backoff
        retry_strategy = Retry(
            total=self.max_retries,
            backoff_factor=self.retry_backoff_factor,
            status_forcelist=[429, 500, 502, 503, 504],
            allowed_methods={""HEAD"", ""GET"", ""POST"", ""OPTIONS""},
        )

        adapter = HTTPAdapter(max_retries=retry_strategy)

        # Set up headers
        headers = {""Accept"": ""application/json""}
        if <IFMASK>:
            headers[""x-api-key""] = self.api_key

        session.headers.update(headers)

        return session <ANS> ",true,self.api_key,self.wait_for_completion is not None and self.deferrable and (not self.wait_for_completion,75.03
"def _snowflake_to_iso(snowflake: str) -> str:
        
        if <IFMASK>:
            raise ValueError(f""Invalid snowflake ID: {snowflake}"")

        # Discord epoch (2015-01-01)
        discord_epoch = 1420070400000

        # Convert ID to int and shift right 22 bits to get timestamp
        timestamp_ms = (int(snowflake) >> 22) + discord_epoch <ANS> ",false,not DiscordRetrieveTool._is_snowflake(snowflake),notsnowflake.startswith('0') or notsnowflake.endswith('1') or (notsnowflake.startswith('0')),51.95
"def wait_for_health(url: str, timeout: int = 300) -> bool:
    
    print(f""Waiting for {url} to be healthy..."")
    start_time = time.time()

    while time.time() - start_time < timeout:
        try:
            response = requests.get(f""{url}/health"", timeout=5)
            if <IFMASK>:
                print(""✓ Service is healthy"")
                return True
        except requests.exceptions.RequestException:
            pass

        time.sleep(2)
        print(""."", end="""", flush=True) <ANS> ",true,response.status_code == 200,not response.ok() or not response.status_code >= 500 or (response.status_code == 200),57.96
"def configure(cls, **kwargs):
        
        for key, value in kwargs.items():
            key = key.strip().lower()
            if <IFMASK>:
                if key in cls.parser_keywords:
                    setattr(cls, key, value)
                else:
                    # Yup, no fun allowed LOL
                    raise AttributeError(f'Unknown parser argument: ""{key}""; maybe you meant {cls.parser_keywords}?')
            else:
                raise ValueError(f'Unknown parser argument: ""{key}""; maybe you meant {cls.parser_keywords}?') <ANS> ",true,"hasattr(cls, key)",cls.parser_defaults is not None and cls.parser_defaults[0] is not None and (cls.,58.30
"def list_available(cls) -> List[str]:
        
        keys = list(Registrable._registry[cls].keys())
        default = cls.default_implementation

        if <IFMASK>:
            return keys
        elif default not in keys:
            raise ConfigurationError(
                f""Default implementation {default} is not registered""
            )
        else:
            return [default] + [k for k in keys if k != default] <ANS> ",false,default is None,"not isinstance(cls, Enum) or not isinstance(cls, Enum) or (not isinstance(cls, Enum))",57.29
"def __str__(self) -> str:
        
        plan_str = """"
        if <IFMASK>:
            plan_str += f""Task: {self.task}\n""
        for i, step in enumerate(self.steps):
            plan_str += f""{i}. {step.agent_name}: {step.title}\n   {step.details}\n""
        return plan_str <ANS> ",true,self.task is not None,not self.task.is_teardown and self.task.is_setup and (not self.task.is,67.49
"def cleanup_memory(self, force: bool = False) -> None:
        
        # Run Python garbage collection
        gc.collect()
        
        # Empty CUDA cache if available
        if <IFMASK>:
            torch.cuda.empty_cache()
            
        # Log memory status after cleanup
        if force:
            info = self.get_memory_info()
            logger.info(
                f""Memory after cleanup: RAM: {info['ram_used_gb']:.2f}GB / {info['ram_total_gb']:.2f}GB, ""
                f""VRAM: {info.get('vram_used_gb', 0):.2f}GB / {info.get('vram_total_gb', 0):.2f}GB"" <ANS> ",true,self.cuda_available,self.is_alive() and (not self.is_alive()) and (not self.is_alive()),65.43
"def add_prompt(
        self,
        prompt: Prompt,
    ) -> Prompt:
        

        # Check for duplicates
        existing = self._prompts.get(prompt.name)
        if <IFMASK>:
            if self.warn_on_duplicate_prompts:
                logger.warning(f""Prompt already exists: {prompt.name}"")
            return existing

        self._prompts[prompt.name] = prompt
        return prompt <ANS> ",false,existing,self.config.option.verbose >= 1 and self.config.option.debug and (not self.config.,51.77
"def save_model_settings(model, state):
    
    if <IFMASK>:
        yield (""Not saving the settings because no model is selected in the menu."")
        return

    user_config = shared.load_user_config()
    model_regex = model + '$'  # For exact matches
    if model_regex not in user_config:
        user_config[model_regex] = {} <ANS> ",false,model == 'None',state in user_config['Not Inherited'] or state in user_config['Not Inherited'] or (state,59.37
"def get_target_module(obj: object) -> Optional[str]:
    
    if <IFMASK>:
        return None

    fqn = f""{obj.__module__}.{obj.__name__}""
    return _PDOC_MODULE_EXPORT_MAPPINGS.get(fqn) <ANS> ",true,"not hasattr(obj, ""__module__"")","isinstance(obj, str) and obj.endswith('modules/generated/') and (not obj.endswith('modules/",60.13
"def validate_graph_fields(self) -> ""GraphPromptOverrides"":
        
        allowed_fields = {""entity_extraction"", ""entity_resolution""}
        for field in self.model_fields:
            if <IFMASK>:
                raise ValueError(f""Field '{field}' is not allowed in graph prompt overrides"")
        return self <ANS> ",true,"field not in allowed_fields and getattr(self, field, None) is not None",self.entity_extraction is not None and self.entity_resolution is not None and (not self.entity_,68.98
"def _truncate_multimodal_text(self, contents: list[dict[str, Any]], n_tokens: int) -> list[dict[str, Any]]:
        
        tmp_contents = []
        for content in contents:
            if <IFMASK>:
                truncated_text = self._truncate_tokens(content[""text""], n_tokens)
                tmp_contents.append({""type"": ""text"", ""text"": truncated_text})
            else:
                tmp_contents.append(content)
        return tmp_contents <ANS> ",false,"content[""type""] == ""text""",self.do_truncate_text and self.truncate_text and (not self.do_truncate_text),53.87
"def format_validation_errors(errors: list) -> str:
    
    formatted_errors = []

    for error in errors:
        loc = error.get(""loc"", [])
        msg = error.get(""msg"", """")
        error_type = error.get(""type"", """")

        # Build field path
        field_path = "" -> "".join(str(part) for part in loc if part != ""body"")

        # Format the error message with type information
        if <IFMASK>:
            if error_type:
                formatted_error = f""Field '{field_path}' ({error_type}): {msg}""
            else:
                formatted_error = f""Field '{field_path}': {msg}""
        else:
            formatted_error = msg

        formatted_errors.append(formatted_error) <ANS> ",true,field_path,field_path not in errors and errors[field_path] != f'Field '{field_path}' and field,56.97
"def check_hub_revision_exists(training_args: SFTConfig | GRPOConfig):
    
    if <IFMASK>:
        if training_args.push_to_hub_revision is True:
            # First check if the revision exists
            revisions = [rev.name for rev in list_repo_refs(training_args.hub_model_id).branches]
            # If the revision exists, we next check it has a README file
            if training_args.hub_model_revision in revisions:
                repo_files = list_repo_files(
                    repo_id=training_args.hub_model_id, revision=training_args.hub_model_revision
                ) <ANS> ",true,repo_exists(training_args.hub_model_id),not (args.hub_model_id and args.hub_model_revision) and (not args.push,63.14
"def save_partial_results(self, agent, task):
        
        try:
            if <IFMASK>:
                task_client = self.tasks[task]
                overall = task_client.calculate_overall(self.completions[agent][task])
                output_dir = self.get_output_dir(agent, task)
                os.makedirs(output_dir, exist_ok=True)
                with open(os.path.join(output_dir, ""overall.json""), ""w"") as f:
                    f.write(json.dumps(overall, indent=4, ensure_ascii=False))
                return overall
        except Exception as e: <ANS> ",false,task in self.tasks and agent in self.completions and task in self.completions[agent],not self.wait_for_completion or self.deferrable and self.wait_for_completion not in (None,63.69
"def do_Tm(
        self,
        a: PDFStackT,
        b: PDFStackT,
        c: PDFStackT,
        d: PDFStackT,
        e: PDFStackT,
        f: PDFStackT,
    ) -> None:
        
        values = (a, b, c, d, e, f)
        matrix = safe_matrix(*values)

        if <IFMASK>:
            log.warning(
                f""Could not set text matrix because not all values in {values!r} can be parsed as floats""
            )
        else:
            self.textstate.matrix = matrix
            self.textstate.linematrix = (0, 0) <ANS> ",false,matrix is None,self.text_format == 'CSV' and self.text_format == 'CSVRender' and (not self,51.91
"def get_tool_metadata(tool_name_or_schema: str | ToolSchema) -> ToolMetadata:
    
    tool_name: str | None = (
        tool_name_or_schema
        if isinstance(tool_name_or_schema, str)
        else tool_name_or_schema.get(""name"")
    )

    metadata = _tool_metadata.get(tool_name)

    if <IFMASK>:
        raise ValueError(f""Tool {tool_name} not found in metadata."")

    return metadata <ANS> ",false,metadata is None,"not isinstance(tool_name_or_schema, str) or not isinstance(tool_name_or_schema",85.07
"def fetch_branches(owner: str, repo: str):
        

        response = requests.get(url, headers=headers)

        if <IFMASK>:
            if not token:
                print(f""Error 404: Repository not found or is private.\n""
                      f""If this is a private repository, please provide a valid GitHub token via the 'token' argument or set the GITHUB_TOKEN environment variable."")
            else:
                print(f""Error 404: Repository not found or insufficient permissions with the provided token.\n""
                      f""Please verify the repository exists and the token has access to this repository."")
            return [] <ANS> ",false,response.status_code == 404,not token or token.startswith('https') or token.endswith('https://') or token.endswith('https://,66.18
"def get_model(cls, base_id, task_type):
        
        if <IFMASK>:
            return cls.registry[""model_specific""][base_id]
        elif task_type in cls.registry[""task_type""]:
            return cls.registry[""task_type""][task_type]
        else:
            raise ValueError(f""No model class found for model '{base_id}' or task type '{task_type}'"") <ANS> ",false,"base_id in cls.registry[""model_specific""]",not task_type.startswith('task') or not task_type.endswith('task') or task_type.,64.43
"def _compile_dependencies():
    
    if <IFMASK>:
        start_time = time.time()
        logger.info(""> Compiling dataset index builder..."")
        try:
            from core.datasets.utils import compile_helpers
            compile_helpers()
            logger.info(
                f"">>> Done with dataset index builder. Compilation time: {time.time() - start_time:.3f} seconds""
            ) <ANS> ",false,torch.distributed.get_rank() == 0,"not isinstance(dataset_range, range) or not isinstance(dataset_range, range) or (dataset_range",61.38
"def crawl(self) -> List[Dict]:
        
        to_visit = [self.base_url]
        results = []
        
        while to_visit and len(self.visited) < self.max_pages:
            url = to_visit.pop(0)
            
            if <IFMASK>:
                continue
                
            print(f""Crawling: {url}"")
            content = self.extract_page_content(url)
            
            if content:
                self.visited.add(url)
                results.append(content) <ANS> ",true,url in self.visited,self.visited and (not self.visited) and (not results) and (not self.visited) and (,54.62
"def clean_response(cls, content: str) -> Dict[str, Any]:
        
        cleaned = re.sub(r""```(?:json)?\s*"", """", content).strip()
        match = re.search(r""(\{.*\})"", cleaned, re.S)
        if <IFMASK>:
            return {}
        return json.loads(match.group(1)) <ANS> ",false,not match,content == 'json' or content == 'yaml' or content == 'json_or_python' or content ==,61.63
"def replace_message_at(
        self, index, text_content, image_content=None, image_detail=""high""
    ):
        
        if <IFMASK>:
            self.messages[index] = {
                ""role"": self.messages[index][""role""],
                ""content"": [{""type"": ""text"", ""text"": text_content}],
            }
            if image_content:
                base64_image = self.encode_image(image_content)
                self.messages[index][""content""].append(
                    { <ANS> ",false,index < len(self.messages),image_content is None or image_content == base64_image) or image_content == base64_image,76.71
